patent,kind,claims,apptype,appnum,gdate,appdate
08344639,B1,10,,12697280,20130101,20100131
08344640,B2,6,,13107403,20130101,20110513
08344641,B1,23,,12872890,20130101,20100831
08344642,B2,12,,12601851,20130101,20080521
08344643,B2,26,,12764747,20130101,20100421
08344644,B2,10,,12765319,20130101,20100422
08344645,B2,14,,13396916,20130101,20120215
08344646,B2,17,,11369892,20130101,20060306
08344647,B2,4,,12144271,20130101,20080623
08344648,B2,17,,12366775,20130101,20090206
08344649,B2,24,,12527558,20130101,20080212
08344650,B2,5,,12603660,20130101,20091022
08344651,B2,12,,12679717,20130101,20080924
08344652,B2,4,,12695395,20130101,20100128
08344653,B2,18,,12826600,20130101,20100629
08344654,B2,2,,13324726,20130101,20111213
08344655,B2,15,,12692728,20130101,20100125
08344656,B2,20,,12698829,20130101,20100202
08344657,B2,20,,12770993,20130101,20100430
08344658,B2,24,,11624298,20130101,20070118
08344659,B2,16,,12590449,20130101,20091106
08344660,B2,22,,12639303,20130101,20091216
08344661,B2,13,,12647381,20130101,20091224
08344662,B2,7,,12885903,20130101,20100920
08344663,B2,26,,12227027,20130101,20070504
08344664,B2,7,,12646559,20130101,20091223
08344665,B2,28,,12240805,20130101,20080929
08344666,B1,18,,12847037,20130101,20100730
08344667,B1,15,,12847112,20130101,20100730
08344668,B2,20,,13400257,20130101,20120220
08344669,B1,25,,13437659,20130101,20120402
08344670,B2,14,,12582976,20130101,20091021
08344671,B2,13,,12635855,20130101,20091211
08344672,B2,5,,12893531,20130101,20100929
08344673,B2,20,,12328356,20130101,20081204
08344674,B2,2,,12981490,20130101,20101230
08344675,B2,17,,12591134,20130101,20091110
08344676,B2,19,,12817260,20130101,20100617
08344677,B2,12,,12843970,20130101,20100727
08344678,B2,10,,12803287,20130101,20100623
08344679,B2,16,,12535725,20130101,20090805
08344680,B2,18,,12746002,20130101,20081023
08344681,B2,17,,12240224,20130101,20080929
08344682,B2,20,,13357834,20130101,20120125
08344683,B2,12,,12666041,20130101,20080617
08344684,B2,10,,13012910,20130101,20110125
08344685,B2,41,,12416457,20130101,20090401
08344686,B2,10,,13223900,20130101,20110901
08344687,B2,20,,12707139,20130101,20100217
08344688,B2,8,,12174305,20130101,20080716
08344689,B2,16,,12464305,20130101,20090512
08344690,B2,25,,12879651,20130101,20100910
08344691,B2,21,,13110213,20130101,20110518
08344692,B2,9,,12795972,20130101,20100608
08344693,B2,19,,12820406,20130101,20100622
08344694,B2,12,,13445423,20130101,20120412
08344696,B2,12,,12281233,20130101,20070302
08344697,B2,20,,12848702,20130101,20100802
08344698,B2,12,,13402650,20130101,20120222
08344699,B2,10,,12311823,20130101,20071211
08344700,B2,5,,12680051,20130101,20090303
08344701,B2,10,,12606102,20130101,20091026
08344702,B2,3,,12646889,20130101,20091223
08344703,B2,13,,12716173,20130101,20100302
08344704,B2,15,,12650753,20130101,20091231
08344705,B2,2,,12555987,20130101,20090909
08344706,B2,20,,12852585,20130101,20100809
08344707,B2,39,,12242001,20130101,20080930
08344708,B2,7,,12274461,20130101,20081120
08344709,B2,22,,12556859,20130101,20090910
08344710,B2,4,,12704857,20130101,20100212
08344711,B2,7,,12762668,20130101,20100419
08344712,B2,22,,13069163,20130101,20110322
08344713,B2,5,,13004044,20130101,20110111
08344714,B2,9,,12696016,20130101,20100128
08344715,B2,35,,12850537,20130101,20100804
08344716,B2,19,,12622484,20130101,20091120
08344717,B2,20,,13362015,20130101,20120131
08344718,B2,9,,13177649,20130101,20110707
08344719,B2,38,,12686579,20130101,20100113
08344720,B2,20,,12770033,20130101,20100429
08344721,B2,16,,12655810,20130101,20100107
08344722,B2,35,,12781316,20130101,20100517
08344723,B2,12,,12662523,20130101,20100421
08344724,B2,15,,12614245,20130101,20091106
08344725,B2,6,,12711695,20130101,20100224
08344726,B2,13,,12370404,20130101,20090212
08344727,B2,20,,12912274,20130101,20101026
08344728,B2,46,,11829847,20130101,20070727
08344729,B2,16,,12912385,20130101,20101026
08344730,B2,17,,12753461,20130101,20100402
08344731,B2,17,,12844685,20130101,20100727
08344732,B2,5,,12696869,20130101,20100129
08344733,B2,22,,12812109,20130101,20090327
08344734,B2,6,,12574372,20130101,20091006
08344735,B2,6,,12847188,20130101,20100730
08344736,B2,8,,12684649,20130101,20100108
08344737,B2,16,,12688639,20130101,20100115
08344738,B2,8,,12765029,20130101,20100422
08344739,B2,15,,12837403,20130101,20100715
08344740,B2,18,,11718218,20130101,20051028
08344741,B2,5,,12252435,20130101,20081016
08344742,B2,19,,13011725,20130101,20110121
08344743,B2,12,,12771118,20130101,20100430
08344744,B2,9,,12818442,20130101,20100618
08344745,B2,16,,11469305,20130101,20060831
08344746,B2,18,,12240393,20130101,20080929
08344747,B2,9,,12735598,20130101,20090122
08344748,B2,36,,12693428,20130101,20100125
08344749,B2,22,,12795376,20130101,20100607
08344750,B2,20,,12054640,20130101,20080325
08344751,B2,8,,12960899,20130101,20101206
08344752,B2,7,,12983081,20130101,20101231
08344753,B1,12,,13231307,20130101,20110913
08344754,B2,11,,12982544,20130101,20101230
08344755,B2,28,,12676892,20130101,20080908
08344756,B2,25,,12932902,20130101,20110308
08344757,B2,26,,12986681,20130101,20110107
08344758,B2,23,,12988276,20130101,20090415
08344759,B2,16,,13545690,20130101,20120710
08344760,B2,23,,12505274,20130101,20090717
08344761,B2,23,,12557584,20130101,20090911
08344762,B2,2,,12654498,20130101,20091222
08344763,B2,18,,12732716,20130101,20100326
08344764,B2,20,,13359150,20130101,20120126
08344765,B2,32,,12836454,20130101,20100714
08344766,B2,2,,11939431,20130101,20071113
08344767,B2,33,,12904702,20130101,20101014
08344768,B2,20,,12643918,20130101,20091221
08344769,B2,1,,12672619,20130101,20080904
08344770,B2,8,,12929776,20130101,20110215
08344771,B2,13,,12938081,20130101,20101102
08344772,B2,18,,12956498,20130101,20101130
08344773,B2,13,,13360576,20130101,20120127
08344774,B2,10,,12707682,20130101,20100218
08344775,B2,12,,12774602,20130101,20100505
08344776,B2,11,,13474154,20130101,20120517
08344777,B2,24,,12858181,20130101,20100817
08344778,B2,5,,12963648,20130101,20101209
08344779,B2,20,,12871597,20130101,20100830
08344780,B2,11,,12797852,20130101,20100610
08344781,B2,8,,13057471,20130101,20090731
08344782,B2,17,,12613673,20130101,20091106
08344783,B2,15,,12970623,20130101,20101216
08344784,B2,17,,12960806,20130101,20101206
08344786,B2,42,,13177805,20130101,20110707
08344787,B2,9,,12520824,20130101,20061222
08344788,B2,34,,13010024,20130101,20110120
08344789,B2,14,,12839114,20130101,20100719
08344790,B2,18,,12973574,20130101,20101220
08344791,B2,7,,13564456,20130101,20120801
08344792,B2,12,,11191376,20130101,20050728
08344793,B2,26,,13036479,20130101,20110228
08344794,B2,20,,12962210,20130101,20101207
08344795,B2,13,,13010249,20130101,20110120
08344796,B2,2,,13193097,20130101,20110728
08344797,B2,25,,12623202,20130101,20091120
08344798,B2,20,,13075844,20130101,20110330
08344799,B2,14,,13123944,20130101,20091006
08344800,B2,17,,12523457,20130101,20071031
08344801,B2,46,,12763640,20130101,20100420
08344802,B2,19,,13090254,20130101,20110420
08344803,B2,6,,12740540,20130101,20081023
08344804,B2,15,,13105875,20130101,20110511
08344805,B2,2,,13037701,20130101,20110301
08344806,B1,16,,12893643,20130101,20100929
08344807,B2,18,,12680771,20130101,20081001
08344808,B2,7,,12889890,20130101,20100924
08344809,B2,23,,13101033,20130101,20110504
08344810,B2,21,,12997357,20130101,20090611
08344811,B2,14,,12993153,20130101,20080530
08344812,B2,11,,13028340,20130101,20110216
08344813,B2,20,,13113991,20130101,20110523
08344814,B2,20,,12975125,20130101,20101221
08344815,B2,14,,13125239,20130101,20091022
08344816,B2,3,,12929892,20130101,20110223
08344817,B2,9,,12976886,20130101,20101222
08344818,B1,14,,11818813,20130101,20070615
08344819,B2,20,,12259775,20130101,20081028
08344820,B1,23,,13007947,20130101,20110117
08344821,B2,9,,12856544,20130101,20100813
08344822,B2,20,,12771718,20130101,20100430
08344823,B2,17,,12538857,20130101,20090810
08344824,B2,9,,12768432,20130101,20100427
08344825,B2,10,,12821025,20130101,20100622
08344826,B2,16,,12427674,20130101,20090421
08344827,B2,16,,12681606,20130101,20071019
08344828,B2,15,,12840712,20130101,20100721
08344829,B2,20,,12653166,20130101,20091208
08344830,B2,40,,12670116,20130101,20080717
08344831,B2,11,,12918695,20130101,20081204
08344832,B2,3,,13272119,20130101,20111012
08344833,B1,18,,13291574,20130101,20111108
08344834,B2,27,,12972922,20130101,20101220
08344835,B1,18,,13436104,20130101,20120330
08344836,B2,14,,12971536,20130101,20101217
08344837,B2,5,,13216662,20130101,20110824
08344838,B2,19,,13088575,20130101,20110418
08344839,B2,16,,12085992,20130101,20061128
08344840,B2,21,,13095360,20130101,20110427
08344841,B2,13,,12904710,20130101,20101014
08344842,B1,6,,12690525,20130101,20100120
08344843,B2,20,,13223894,20130101,20110901
08344844,B2,32,,12943151,20130101,20101110
08344845,B2,19,,13140938,20130101,20091218
08344846,B2,19,,13051585,20130101,20110318
08344847,B2,21,,12500272,20130101,20090709
08344848,B2,35,,11918112,20130101,20060405
08344849,B2,25,,11995335,20130101,20060711
08344850,B2,18,,12609667,20130101,20091030
08344851,B2,7,,11807977,20130101,20070531
08344852,B2,19,,12480535,20130101,20090608
08344853,B1,27,,11801591,20130101,20070507
08344854,B2,16,,12393915,20130101,20090226
08344855,B2,3,,12658039,20130101,20100201
08344856,B2,9,,12793934,20130101,20100604
08344857,B1,15,,13307098,20130101,20111130
08344858,B2,7,,12675527,20130101,20080909
08344859,B2,20,,12493704,20130101,20090629
08344860,B2,20,,13471506,20130101,20120515
08344861,B2,17,,12353658,20130101,20090114
08344862,B1,13,,13442154,20130101,20120409
08344863,B2,16,,12394032,20130101,20090226
08344864,B1,20,,13536839,20130101,20120628
08344865,B2,18,,12915384,20130101,20101029
08344866,B2,20,,12614188,20130101,20091106
08344867,B2,15,,12499267,20130101,20090708
08344868,B2,15,,12489402,20130101,20090622
08344869,B2,22,,12851435,20130101,20100805
08344870,B2,21,,12575399,20130101,20091007
08344871,B2,20,,12945595,20130101,20101112
08344872,B2,20,,12635331,20130101,20091210
08344873,B2,11,,12640087,20130101,20091217
08344874,B2,25,,12463137,20130101,20090508
08344875,B2,7,,12594630,20130101,20080314
08344876,B2,20,,12047397,20130101,20080313
08344877,B2,32,,12498881,20130101,20090707
08344878,B2,14,,12587052,20130101,20090930
08344879,B2,45,,12760139,20130101,20100414
08344880,B2,9,,12654279,20130101,20091216
08344881,B1,19,,12626083,20130101,20091125
08344882,B2,20,,12825556,20130101,20100629
08344883,B2,17,,13265738,20130101,20100423
08344884,B2,19,,13175492,20130101,20110701
08344885,B2,20,,12358132,20130101,20090122
08344886,B2,21,,12533067,20130101,20090731
08344887,B2,21,,12833362,20130101,20100709
08344888,B2,9,,11892568,20130101,20070824
08344889,B2,17,,12331696,20130101,20081210
08344890,B2,19,,11962047,20130101,20071220
08344891,B2,56,,12482934,20130101,20090611
08344892,B2,17,,12556106,20130101,20090909
08344893,B1,7,,12815771,20130101,20100615
08344894,B2,20,,12563400,20130101,20090921
08344895,B2,8,,12818294,20130101,20100618
08344896,B2,11,,12792039,20130101,20100602
08344897,B2,16,,12577508,20130101,20091012
08344898,B2,20,,12719456,20130101,20100308
08344899,B2,31,,12897042,20130101,20101004
08344900,B2,24,,12612750,20130101,20091105
08344901,B2,20,,13240573,20130101,20110922
08344902,B2,10,,12720936,20130101,20100310
08344903,B2,5,,12865593,20130101,20081216
08344904,B2,10,,12527843,20130101,20080219
08344905,B2,21,,12172484,20130101,20080714
08344906,B2,20,,12206507,20130101,20080908
08344907,B2,22,,13446040,20130101,20120413
08344908,B2,18,,12576641,20130101,20091009
08344909,B2,18,,13006979,20130101,20110114
08344910,B2,18,,12543402,20130101,20090818
08344911,B1,24,,12708163,20130101,20100218
08344912,B2,12,,13093605,20130101,20110425
08344913,B2,17,,12593481,20130101,20080327
08344914,B2,16,,12645978,20130101,20091223
08344915,B2,8,,12585746,20130101,20090923
08344916,B2,21,,13016044,20130101,20110128
08344917,B2,19,,12895676,20130101,20100930
08344918,B2,16,,12027696,20130101,20080207
08344919,B2,11,,13073639,20130101,20110328
08344920,B1,58,,13248754,20130101,20110929
08344921,B2,20,,13072797,20130101,20110328
08344922,B2,19,,12849298,20130101,20100803
08344923,B1,20,,13093894,20130101,20110426
08344924,B2,12,,13095188,20130101,20110427
08344925,B1,28,,13116497,20130101,20110526
08344926,B2,8,,12913297,20130101,20101027
08344927,B2,18,,12982547,20130101,20101230
08344928,B2,19,,12943241,20130101,20101110
08344929,B2,11,,13085557,20130101,20110413
08344930,B2,11,,13101127,20130101,20110504
08344931,B2,6,,13150508,20130101,20110601
08344932,B2,2,,12779147,20130101,20100513
08344933,B1,22,,12895426,20130101,20100930
08344934,B2,20,,12913130,20130101,20101027
08344935,B1,19,,12841642,20130101,20100722
08344936,B2,49,,12467997,20130101,20090518
08344937,B2,15,,12761590,20130101,20100416
08344938,B2,6,,12788691,20130101,20100527
08344939,B2,10,,12733008,20130101,20080623
08344940,B2,14,,12692049,20130101,20100122
08344941,B2,12,,12690657,20130101,20100120
08344942,B2,18,,12769814,20130101,20100429
08344943,B2,10,,12511065,20130101,20090728
08344944,B2,20,,12848663,20130101,20100802
08344945,B2,35,,12669738,20130101,20080718
08344946,B2,32,,12860954,20130101,20100823
08344947,B2,17,,12881209,20130101,20100914
08344948,B2,5,,12749494,20130101,20100329
08344949,B2,29,,12833938,20130101,20100709
08344950,B2,20,,12696358,20130101,20100129
08344951,B2,17,,12755306,20130101,20100406
08344952,B2,17,,12465416,20130101,20090513
08344953,B1,14,,12465537,20130101,20090513
08344954,B2,19,,12564977,20130101,20090923
08344955,B2,16,,12655839,20130101,20100108
08344956,B2,22,,12786032,20130101,20100524
08344957,B2,20,,12844346,20130101,20100727
08344958,B2,15,,12670664,20130101,20080715
08344959,B2,17,,12387355,20130101,20090430
08344960,B2,9,,12905088,20130101,20101015
08344961,B1,5,,12563221,20130101,20090921
08344962,B2,28,,12313405,20130101,20081120
08344964,B2,11,,12805946,20130101,20100825
08344965,B2,21,,12561205,20130101,20090916
08344966,B2,27,,11345044,20130101,20060131
08344967,B2,8,,12487705,20130101,20090619
08344968,B2,17,,12499229,20130101,20090708
08344969,B2,18,,12076401,20130101,20080318
08344970,B2,19,,12089725,20130101,20060929
08344971,B2,8,,13285866,20130101,20111031
08344972,B2,23,,13423176,20130101,20120317
08344973,B2,11,,11582230,20130101,20061017
08344974,B2,12,,12579749,20130101,20091015
08344975,B2,9,,13440426,20130101,20120405
08344976,B2,48,,13397806,20130101,20120216
08344977,B2,14,,12125651,20130101,20080522
08344978,B2,20,,12222379,20130101,20080807
08344979,B2,10,,12638406,20130101,20091215
08344980,B2,11,,12154602,20130101,20080523
08344981,B2,13,,12232987,20130101,20080926
08344982,B2,7,,12452758,20130101,20080623
08344983,B2,10,,13363796,20130101,20120201
08344984,B2,15,,12647914,20130101,20091228
08344985,B2,19,,12152101,20130101,20080512
08344986,B2,11,,12467719,20130101,20090518
08344987,B2,10,,12585653,20130101,20090921
08344988,B2,24,,11922345,20130101,20060713
08344989,B2,7,,12257848,20130101,20081024
08344990,B2,12,,12491262,20130101,20090625
08344991,B2,20,,12568270,20130101,20090928
08344992,B2,19,,12609924,20130101,20091030
08344993,B2,10,,11837203,20130101,20070810
08344994,B2,20,,12557908,20130101,20090911
08344995,B2,18,,12649198,20130101,20091229
08344996,B2,21,,12509593,20130101,20090727
08344997,B2,30,,12851523,20130101,20100805
08344998,B2,28,,12356457,20130101,20090120
08344999,B2,6,,12507664,20130101,20090722
08345000,B2,19,,12614693,20130101,20091109
08345001,B2,14,,10585465,20130101,20050105
08345002,B2,17,,11675538,20130101,20070215
08345003,B1,20,,12843864,20130101,20100726
08345004,B1,22,,12509196,20130101,20090724
08345005,B2,23,,12704698,20130101,20100212
08345006,B2,14,,13048892,20130101,20110316
08345007,B2,1,,13066302,20130101,20110413
08345008,B2,13,,12076944,20130101,20080325
08345009,B2,22,,12091374,20130101,20061113
08345010,B2,20,,12794366,20130101,20100604
08345011,B2,11,,11224000,20130101,20050913
08345012,B2,19,,12244644,20130101,20081002
08345013,B2,27,,12353516,20130101,20090114
08345014,B2,20,,12502230,20130101,20090713
08345015,B2,24,,12597619,20130101,20080428
08345016,B2,5,,12763544,20130101,20100420
08345017,B1,30,,13432945,20130101,20120328
08345018,B2,6,,13478470,20130101,20120523
08345019,B2,19,,12389996,20130101,20090220
08345020,B2,9,,12591157,20130101,20091110
08345021,B2,10,,12622339,20130101,20091119
08345022,B2,9,,12633700,20130101,20091208
08345023,B1,11,,12642999,20130101,20091221
08345024,B2,12,,12075879,20130101,20080315
08345025,B2,20,,12133588,20130101,20080605
08345026,B2,20,,12257518,20130101,20081024
08345027,B2,7,,12379901,20130101,20090304
08345028,B2,9,,12851277,20130101,20100805
08345029,B2,13,,12959326,20130101,20101202
08345030,B2,28,,13051687,20130101,20110318
08345031,B2,13,,12385339,20130101,20090406
08345032,B2,8,,12385341,20130101,20090406
08345033,B2,20,,12544781,20130101,20090820
08345034,B2,5,,12333724,20130101,20081212
08345035,B2,14,,12619770,20130101,20091117
08345036,B2,17,,12442980,20130101,20070927
08345037,B2,18,,12652695,20130101,20100105
08345038,B2,16,,11929796,20130101,20071030
08345039,B2,16,,12585966,20130101,20090929
08345040,B2,7,,12291759,20130101,20081113
08345041,B2,36,,12493467,20130101,20090629
08345042,B2,18,,11695655,20130101,20070403
08345043,B2,16,,11735363,20130101,20070413
08345044,B2,16,,12612081,20130101,20091104
08345045,B2,19,,12041951,20130101,20080304
08345046,B2,17,,13263313,20130101,20100322
08345047,B2,14,,11755027,20130101,20070530
08345048,B2,8,,13142808,20130101,20101111
08345049,B2,16,,11839898,20130101,20070816
08345050,B2,50,,13455015,20130101,20120424
08345051,B2,28,,11667656,20130101,20051115
08345052,B1,20,,11937474,20130101,20071108
08345053,B2,30,,11533880,20130101,20060921
08345054,B2,11,,12201658,20130101,20080829
08345055,B2,15,,12650376,20130101,20091230
08345056,B2,18,,12016909,20130101,20080118
08345057,B2,9,,12512129,20130101,20090730
08345058,B2,14,,12615584,20130101,20091110
08345059,B2,23,,13546788,20130101,20120711
08345060,B2,20,,12952192,20130101,20101122
08345061,B1,20,,13553322,20130101,20120719
08345062,B2,20,,13467959,20130101,20120509
08345063,B2,15,,12418106,20130101,20090403
08345064,B2,14,,11604691,20130101,20061128
08345065,B2,21,,12490570,20130101,20090624
08345066,B2,20,,11547503,20130101,20050316
08345067,B2,21,,12423996,20130101,20090415
08345068,B1,27,,12696025,20130101,20100128
08345069,B2,12,,12453906,20130101,20090527
08345070,B2,10,,12481822,20130101,20090610
08345071,B2,7,,12487038,20130101,20090618
08345072,B2,11,,13423315,20130101,20120319
08345073,B1,27,,12730653,20130101,20100324
08345074,B2,9,,12550495,20130101,20090831
08345075,B2,24,,13094935,20130101,20110427
08345076,B2,16,,12519252,20130101,20071214
08345077,B2,20,,12796208,20130101,20100608
08345078,B2,2,,12846868,20130101,20100730
08345079,B2,13,,12193671,20130101,20080818
08345080,B2,8,,12143257,20130101,20080620
08345081,B2,17,,12057182,20130101,20080327
08345082,B2,21,,12576018,20130101,20091008
08345083,B2,27,,11831729,20130101,20070731
08345084,B2,7,,13135078,20130101,20110623
08345085,B2,9,,11962170,20130101,20071221
08345086,B2,13,,12555691,20130101,20090908
08345087,B2,15,,11679539,20130101,20070227
08345088,B2,20,,12791971,20130101,20100602
08345089,B2,16,,11575201,20130101,20060908
08345090,B2,9,,12726549,20130101,20100318
08345091,B2,13,,13343745,20130101,20120105
08345092,B2,10,,12563872,20130101,20090921
08345093,B2,13,,12579638,20130101,20091015
08345094,B2,13,,12515633,20130101,20071120
08345095,B2,5,,11542193,20130101,20061004
08345096,B2,20,,12437038,20130101,20090507
08345097,B2,16,,12070386,20130101,20080215
08345098,B2,19,,12049436,20130101,20080317
08345099,B2,42,,12693143,20130101,20100125
08345100,B2,12,,12830513,20130101,20100706
08345101,B2,21,,12262446,20130101,20081031
08345102,B2,34,,12686889,20130101,20100113
08345103,B2,14,,12588917,20130101,20091102
08345104,B2,19,,12701550,20130101,20100206
08345105,B2,57,,09781917,20130101,20010208
08345106,B2,20,,12578445,20130101,20091013
08345107,B2,21,,12173599,20130101,20080715
08345108,B2,7,,11794996,20130101,20051202
08345109,B2,16,,12341111,20130101,20081222
08345110,B2,6,,12717292,20130101,20100304
08345111,B2,6,,12718135,20130101,20100305
08345112,B2,6,,12099954,20130101,20080409
08345113,B2,20,,12512593,20130101,20090730
08345114,B2,21,,12512796,20130101,20090730
08345115,B2,13,,12533807,20130101,20090731
08345116,B2,5,,12591644,20130101,20091125
08345117,B2,29,,12827619,20130101,20100630
08345118,B2,16,,12968057,20130101,20101214
08345119,B2,8,,12972815,20130101,20101220
08345120,B2,9,,11082065,20130101,20050317
08345121,B2,4,,13471016,20130101,20120514
08345122,B2,22,,11706372,20130101,20070215
08345123,B2,7,,12575636,20130101,20091008
08345124,B2,8,,12632861,20130101,20091208
08345125,B2,19,,12544842,20130101,20090820
08345126,B2,13,,12670515,20130101,20090526
08345127,B2,8,,13528389,20130101,20120620
08345129,B2,12,,13208595,20130101,20110812
08345130,B2,13,,12696081,20130101,20100129
08345131,B2,6,,12720265,20130101,20100309
08345132,B2,7,,12842808,20130101,20100723
08345133,B2,19,,12712393,20130101,20100225
08345134,B2,7,,12759472,20130101,20100413
08345135,B2,4,,12920131,20130101,20100127
08345136,B2,12,,12073898,20130101,20080311
08345137,B2,13,,12671043,20130101,20090226
08345138,B2,5,,12709600,20130101,20100222
08345139,B2,5,,13078489,20130101,20110401
08345140,B2,7,,12269307,20130101,20081112
08345141,B2,11,,12064775,20130101,20061205
08345142,B2,6,,12353688,20130101,20090114
08345143,B2,17,,12797424,20130101,20100609
08345144,B1,20,,12917984,20130101,20101102
08345145,B2,16,,11940832,20130101,20071115
08345146,B2,20,,12569864,20130101,20090929
08345147,B2,6,,12594435,20130101,20080407
08345148,B2,25,,11936539,20130101,20071107
08345149,B2,5,,12561870,20130101,20090917
08345150,B2,11,,12842236,20130101,20100723
08345151,B2,18,,12955703,20130101,20101129
08345152,B2,6,,12726046,20130101,20100317
08345153,B2,18,,12302485,20130101,20070529
08345154,B2,1,,13259150,20130101,20090807
08345155,B2,20,,13142281,20130101,20090121
08345156,B2,10,,11843842,20130101,20070823
08345157,B2,12,,12239268,20130101,20080926
08345158,B2,23,,12053443,20130101,20080321
08345159,B2,20,,12104216,20130101,20080416
08345160,B2,17,,12809438,20130101,20080825
08345161,B2,20,,11887345,20130101,20051014
08345162,B2,19,,11937553,20130101,20071109
08345163,B2,11,,13195964,20130101,20110802
08345164,B2,20,,11900220,20130101,20070911
08345165,B2,14,,12159372,20130101,20061225
08345166,B2,9,,13099745,20130101,20110503
08345167,B2,24,,11276967,20130101,20060320
08345168,B2,52,,13022971,20130101,20110208
08345169,B2,5,,13326715,20130101,20111215
08345170,B2,12,,12517381,20130101,20080227
08345171,B2,51,,13072601,20130101,20110325
08345172,B2,9,,12733286,20130101,20081006
08345173,B2,12,,12049977,20130101,20080317
08345174,B2,3,,13118497,20130101,20110530
08345175,B2,11,,13528466,20130101,20120620
08345176,B2,13,,12909010,20130101,20101021
08345177,B2,18,,12371284,20130101,20090213
08345178,B2,16,,12731043,20130101,20100324
08345179,B2,17,,12581351,20130101,20091019
08345180,B2,8,,12714551,20130101,20100301
08345181,B2,11,,12936684,20130101,20090407
08345182,B2,13,,12019013,20130101,20080124
08345183,B2,8,,12213865,20130101,20080625
08345184,B2,16,,12663731,20130101,20080610
08345185,B2,13,,12909408,20130101,20101021
08345186,B2,4,,12669830,20130101,20080804
08345187,B2,4,,12687143,20130101,20100114
08345188,B2,8,,12865739,20130101,20081120
08345189,B2,20,,13420617,20130101,20120315
08345190,B2,11,,12179818,20130101,20080725
08345191,B2,23,,12003649,20130101,20071228
08345192,B2,13,,13102154,20130101,20110506
08345193,B2,7,,12557883,20130101,20090911
08345194,B2,12,,12889295,20130101,20100923
08345195,B2,19,,12765542,20130101,20100422
08345196,B2,19,,12603554,20130101,20091021
08345197,B2,11,,13067835,20130101,20110629
08345198,B2,12,,13303432,20130101,20111123
08345199,B2,18,,12866095,20130101,20081225
08345200,B2,7,,13253769,20130101,20111005
08345201,B2,25,,13125404,20130101,20090623
08345202,B2,20,,12973923,20130101,20101221
08345203,B2,13,,12626768,20130101,20091127
08345204,B2,22,,12578963,20130101,20091014
08345205,B2,9,,13542787,20130101,20120706
08345206,B2,20,,12565208,20130101,20090923
08345207,B2,20,,13078398,20130101,20110401
08345208,B2,24,,13243811,20130101,20110923
08345209,B2,6,,12482029,20130101,20090610
08345210,B2,10,,12788289,20130101,20100526
08345211,B2,21,,13000061,20130101,20090703
08345212,B2,7,,12005345,20130101,20071227
08345213,B2,11,,13429537,20130101,20120326
08345214,B2,29,,12733741,20130101,20081006
08345215,B2,8,,10516185,20130101,20030530
08345216,B2,35,,11398572,20130101,20060406
08345217,B2,45,,12149782,20130101,20080508
08345218,B2,20,,12437466,20130101,20090507
08345219,B2,11,,13469240,20130101,20120511
08345220,B2,10,,12043578,20130101,20080306
08345221,B2,5,,13453907,20130101,20120423
08345222,B2,22,,12580369,20130101,20091016
08345223,B2,34,,12919741,20130101,20090224
08345224,B2,28,,13038734,20130101,20110302
08345225,B2,33,,12539973,20130101,20090812
08345226,B2,80,,12734607,20130101,20081114
08345227,B2,39,,13446967,20130101,20120413
08345228,B2,31,,12665361,20130101,20070625
08345229,B2,12,,12567853,20130101,20090928
08345230,B2,31,,12768206,20130101,20100427
08345231,B2,14,,12470848,20130101,20090522
08345232,B2,17,,12916315,20130101,20101029
08345233,B2,5,,13312663,20130101,20111206
08345234,B2,37,,12094205,20130101,20060310
08345235,B2,31,,12552006,20130101,20090901
08345236,B2,20,,12299744,20130101,20070430
08345237,B2,19,,13335997,20130101,20111223
08345238,B2,12,,12351294,20130101,20090109
08345239,B1,14,,12535536,20130101,20090804
08345240,B2,14,,12450737,20130101,20080409
08345241,B1,8,,12806380,20130101,20100811
08345242,B2,9,,12580324,20130101,20091016
08345243,B2,2,,12717430,20130101,20100304
08345244,B2,8,,12582979,20130101,20091021
08345245,B2,9,,13239166,20130101,20110921
08345246,B2,9,,12599443,20130101,20080425
08345247,B2,29,,12680924,20130101,20081001
08345248,B2,10,,12808237,20130101,20080729
08345249,B2,16,,12935156,20130101,20090326
08345250,B1,13,,12610443,20130101,20091102
08345251,B2,13,,13026552,20130101,20110214
08345252,B2,9,,12401129,20130101,20090310
08345253,B2,21,,12527961,20130101,20080221
08345254,B2,35,,12669937,20130101,20050214
08345255,B2,21,,12496150,20130101,20090701
08345256,B2,12,,12622622,20130101,20091120
08345257,B2,5,,12762511,20130101,20100419
08345258,B2,43,,12701535,20130101,20100206
08345259,B2,14,,12659781,20130101,20100322
08345260,B2,15,,12461810,20130101,20090825
08345261,B2,17,,13427534,20130101,20120322
08345262,B2,19,,13361442,20130101,20120130
08345263,B2,8,,12633107,20130101,20091208
08345264,B2,18,,12152451,20130101,20080514
08345265,B2,15,,12616185,20130101,20091111
08345266,B2,23,,12050744,20130101,20080318
08345267,B2,30,,12895747,20130101,20100930
08345268,B2,5,,12907828,20130101,20101019
08345269,B2,31,,11859745,20130101,20070922
08345270,B2,6,,12383153,20130101,20090320
08345271,B2,11,,11476563,20130101,20060629
08345272,B2,12,,11536115,20130101,20060928
08345273,B2,7,,12024080,20130101,20080131
08345274,B2,4,,13402300,20130101,20120222
08345275,B2,11,,11878501,20130101,20070725
08345276,B2,6,,11903220,20130101,20070921
08345277,B2,17,,12400335,20130101,20090309
